language,perturbation,pipeline,cosine_similarity,num_comparison
hi,expansion_impact,semantic,0.7755599298211417,4177
hi,omission,semantic,0.7229545537832924,4163
hi,alteration,semantic,0.6757000374880074,4179
tl,spelling,semantic,0.822863704561188,4213
tl,word_order,semantic,0.8014829844378273,4148
tl,synonym,semantic,0.812080630316056,4195
tl,intensifier,semantic,0.8102527332785163,4234
tl,expansion_noimpact,semantic,0.81441859523399,4190
tl,expansion_impact,semantic,0.7949499426104082,4164
tl,omission,semantic,0.7512604927269898,4202
tl,alteration,semantic,0.659364798040987,4181
zh,spelling,semantic,0.7473856000074868,4180
zh,word_order,semantic,0.7505184138230917,4207
zh,synonym,semantic,0.752910529249759,4190
zh,intensifier,semantic,0.7552719470559858,4194
zh,expansion_noimpact,semantic,0.7528988592645485,4212
zh,expansion_impact,semantic,0.7418869065023016,4190
zh,omission,semantic,0.6990478851370125,4186
zh,alteration,semantic,0.6112994860797099,4163
es,spelling,atomic,0.9160843213520846,2285
es,word_order,atomic,0.904167604285055,2292
es,synonym,atomic,0.9035647092077445,2316
es,intensifier,atomic,0.9004211161021803,2358
es,expansion_noimpact,atomic,0.8973208939404992,2354
es,expansion_impact,atomic,0.8960683723413311,2366
es,omission,atomic,0.8642908619394242,2287
es,alteration,atomic,0.7619173046299418,2358
fr,spelling,atomic,0.906865184267196,2320
fr,word_order,atomic,0.9017273248848284,2318
fr,synonym,atomic,0.8919136628476523,2325
fr,intensifier,atomic,0.896708743224536,2336
fr,expansion_noimpact,atomic,0.9029883171468298,2317
fr,expansion_impact,atomic,0.8896154663547725,2307
fr,omission,atomic,0.8626885991362002,2360
fr,alteration,atomic,0.7288020398505154,2442
hi,spelling,atomic,0.9071352745708132,2336
hi,word_order,atomic,0.8664968895608239,2327
hi,synonym,atomic,0.8792679834492687,2329
hi,intensifier,atomic,0.8928894640097382,2315
hi,expansion_noimpact,atomic,0.9008342830149848,2355
hi,expansion_impact,atomic,0.8785729070633338,2294
hi,omission,atomic,0.8249386136929054,2311
hi,alteration,atomic,0.8087749848101529,2309
tl,spelling,atomic,0.9062578485537668,2378
tl,word_order,atomic,0.9022827401533368,2313
tl,synonym,atomic,0.8996037584592533,2312
tl,intensifier,atomic,0.9000832501587492,2344
tl,expansion_noimpact,atomic,0.897991870881936,2294
tl,expansion_impact,atomic,0.8881193489454501,2326
tl,omission,atomic,0.8467512353516308,2327
tl,alteration,atomic,0.777950306600027,2357
zh,spelling,atomic,0.8799987714753466,2356
zh,word_order,atomic,0.8792896659050055,2438
zh,synonym,atomic,0.8764681566346135,2298
zh,intensifier,atomic,0.8787933755103108,2308
zh,expansion_noimpact,atomic,0.8758608107583755,2316
zh,expansion_impact,atomic,0.8718535700386378,2334
zh,omission,atomic,0.8171550207573249,2327
zh,alteration,atomic,0.75788291343637,2372
